hw1,hw2,tw,bf1,tf1,bf2,tf2,psi,L,y
1000,1000,4.19,500,30.79,250,4.34,0,20000,0.654660377
600,300,6.97,450,16.11,450,11.13,0.5,20400,0.541664916
300,100,3.48,225,12.2,300,15.16,-0.5,10200,0.526007464
100,300,2.04,300,8.53,300,19.58,-0.75,6600,0.588190795
500,333,5.81,500,17.89,375,24.47,1,13000,0.599477351
600,300,2.23,450,22.74,450,24.39,0.75,13200,0.614849644
600,150,2.23,150,5.37,450,29.37,-1,6000,0.600780515
800,800,9.29,600,48,800,9.29,0,22400,0.711970443
1000,500,6.79,500,16.05,500,34.47,-1,12000,0.716853709
500,125,3.4,250,15.39,250,15.39,-0.75,5000,0.625522433
400,114,1.67,400,14.32,100,5.42,-0.25,13600,0.561730501
400,267,2.72,400,15.79,300,19.58,0.25,5600,0.656108519
240,600,4.08,600,45.79,150,9.24,-0.75,14400,0.693069751
900,257,10.45,450,26.05,900,72,-1,28800,0.75752723
114,400,4.65,300,15.16,300,10.74,0,9600,0.539746632
500,143,20,125,20,125,20,0,6000,0.52735001
700,700,2.33,175,2.39,700,17.32,-0.75,18200,0.508359527
600,171,2.23,600,23.68,300,8.53,0.75,15600,0.619248228
600,300,4.08,600,23.68,600,28.11,0,14400,0.692030342
240,600,2.23,450,11.13,150,2.23,0.25,16800,0.510031154
240,600,4.08,300,17.37,450,9.47,1,20400,0.475105497
1000,667,4.19,500,14.21,750,43.42,-0.5,34000,0.656256766
900,900,3.34,900,15.63,675,19.18,0.25,19800,0.703433892
1000,333,40,750,43.42,1000,72.63,-0.5,16000,0.840873145
1000,500,4.8,500,8.68,750,37.89,1,40000,0.583058891
800,200,2.67,600,30.32,800,13.89,0.5,14400,0.688238789
450,900,3,225,3.08,900,12.32,0,30600,0.476920571
75,300,5.4,225,5.4,75,5.4,-1,9000,0.348587994
1000,500,11.61,1000,54.21,500,38.16,-0.5,26000,0.812939401
1000,286,5.62,750,18.55,250,19.08,-0.75,16000,0.659181067
400,267,7.2,300,10.74,200,8.63,-0.5,14400,0.506574786
900,600,6.11,225,7.22,450,22.74,0.25,36000,0.479747402
900,257,6.11,225,16.34,675,6.75,0.25,9000,0.543739063
533,800,9.29,600,48,600,9.29,-1,25600,0.6858132
500,500,1.67,125,9.54,375,25.86,0.25,9000,0.533294174
200,300,1.44,225,15.51,300,8.53,0,8400,0.514869223
400,267,7.2,200,13.05,200,7.89,1,4800,0.505129701
700,467,2.6,525,5.25,175,10.13,0.25,11200,0.574717283
800,320,6.86,200,6.86,200,12.32,0.5,3200,0.561984981
900,360,3,675,14.21,225,4.74,0.5,25200,0.577289102
800,800,4.5,400,26.11,600,32.53,0.75,32000,0.579461848
240,600,3.38,600,32.53,150,5.92,0.5,16800,0.647291885
600,200,2.23,150,4.82,150,2.23,1,4800,0.386387061
300,100,1.11,75,2.96,150,12,-0.75,12000,0.357390606
500,500,3.4,375,10.66,125,6.78,0.75,12000,0.518737218
900,900,7.71,225,13.86,450,19.42,0.5,30600,0.471421969
400,100,1.67,200,4.21,100,7.26,-0.75,2400,0.504262976
200,500,1.86,250,13.55,500,12.37,0,7000,0.570976408
500,500,9,125,9,375,9,-0.25,20000,0.411095661
257,900,10.45,675,39.08,450,26.05,-0.75,32400,0.679948433
600,150,3.38,300,10.74,300,21.79,1,20400,0.473694571
600,200,4.08,300,15.16,300,8.53,0,4800,0.640780657
200,400,7.2,100,7.2,200,16,0.25,3200,0.48029665
350,700,2.6,700,40.53,175,12.07,-1,11200,0.669131743
100,300,1.11,75,3.51,225,11.37,-0.5,5400,0.444309116
86,300,1.26,300,21.79,300,3,-1,7200,0.568573519
600,600,2.51,450,6.16,450,27.71,0.75,8400,0.603887174
700,700,2.93,175,5.62,700,9.58,-0.75,25200,0.426135331
400,114,1.67,200,7.89,200,2.74,0.75,8800,0.392680734
900,257,3.34,675,11.72,675,31.62,1,30600,0.589317215
500,200,9,125,9,250,19.08,-0.5,2000,0.600437979
250,1000,5.62,750,43.42,250,5.62,0.75,20000,0.695149849
400,200,4.65,200,4.65,400,15.79,-0.5,3200,0.586879703
133,400,16,100,16,400,24.63,0,10400,0.580634263
100,300,1.26,75,2.13,225,10.54,-0.75,10800,0.412279316
600,900,16.2,225,16.2,675,24.16,1,21600,0.542958077
300,120,12,300,16.26,300,12,-0.5,7200,0.604903193
500,250,2.4,500,25.26,500,6.84,-0.75,12000,0.664344925
500,143,3.4,250,16.32,250,13.55,-0.75,5000,0.624709745
300,150,1.26,300,20.68,150,4.26,0.75,3600,0.624055857
333,500,3.4,125,10,375,17.57,0,17000,0.476215931
233,700,8.13,175,8.13,175,8.13,1,22400,0.335611414
600,600,5.14,450,26.05,300,12.95,0.25,15600,0.623892348
171,600,5.14,150,9.24,150,5.14,0,4800,0.462013733
500,333,1.86,375,12.04,500,34.47,1,8000,0.623143547
900,600,10.45,225,10.45,675,21.67,-0.25,7200,0.610142533
333,500,2.81,250,6.18,375,21.71,-1,4000,0.637228906
500,200,4.29,125,4.47,250,4.29,0,19000,0.291975793
700,175,28,525,28,350,28,0.25,9800,0.705667936
300,200,1.11,75,4.34,225,6.39,0.25,8400,0.300737072
500,500,9,250,19.08,500,17.89,0.75,16000,0.52247396
350,700,28,175,28,525,34.26,0.25,7000,0.657616835
1000,400,8.57,750,46.18,250,19.08,0.25,24000,0.720661144
333,1000,3.33,500,6.84,500,8.68,1,38000,0.430430916
350,700,6,175,7.55,350,18.97,-0.75,21000,0.493953977
900,225,36,900,48.79,675,36,-1,34200,0.757787494
500,143,2.81,125,10,375,20.33,0,15000,0.494237356
700,233,28,700,28,700,28,0,5600,0.833144255
300,600,2.88,150,4.82,450,14.45,-0.75,14400,0.488477963
300,200,1.69,150,8.13,300,5.21,-1,8400,0.439227472
300,86,1.44,75,1.44,75,5.17,-1,3600,0.294628906
1000,286,6.79,1000,21.05,750,10.26,1,22000,0.670583549
700,700,3.94,350,13.82,175,3.94,1,9800,0.556968744
1000,667,3.71,1000,13.68,250,20,-0.75,26000,0.604325983
500,500,1.86,250,9.87,125,1.86,-0.25,17000,0.441240315
600,240,6.97,300,14.05,450,27.71,0.25,19200,0.561288891
533,800,9.29,800,13.89,200,10.11,-0.25,14400,0.675479558
500,333,5.81,375,23.09,250,12.63,0,17000,0.578140898
400,114,2.72,100,8,300,8.53,-0.5,3200,0.47724072
300,75,1.69,300,15.16,225,8.05,0.5,5400,0.563020547
600,600,2,150,5.92,300,19.58,-1,21600,0.466972539
800,267,4.5,200,4.5,600,45.79,1,32000,0.595470863
1000,250,4.19,500,19.74,1000,43.16,1,8000,0.736618642
600,300,2.23,150,5.37,450,24.39,0.25,2400,0.597785229
800,320,3.35,800,43.37,800,43.37,0.5,16000,0.764189483
250,1000,5.62,750,60,250,8.95,-0.5,30000,0.732280313
1000,1000,3.71,1000,17.37,500,17.89,0.75,16000,0.738837809
467,700,2.93,350,22.84,350,6.08,-0.25,25200,0.544128148
120,300,2.57,225,12.2,150,8.68,0,4200,0.538514823
600,900,4.32,675,41.57,450,12.79,0.5,9000,0.786041357
700,280,12.6,525,18.79,700,48.26,0,22400,0.686171953
229,800,4.5,200,15.26,800,43.37,0.75,24000,0.644211031
320,800,3.35,600,10.42,800,49.26,0.75,28800,0.657380304
500,1000,3.33,750,54.47,500,40,-1,36000,0.717571329
600,900,7.71,450,27.71,675,44.05,1,30600,0.620401648
700,467,12.6,175,12.6,700,45.68,1,22400,0.628376723
600,150,2,150,8.13,300,24,0.75,13200,0.482643385
1000,250,3.33,500,12.37,500,32.63,0.75,40000,0.546769363
300,300,1.69,150,1.69,150,8.68,0.25,9600,0.321345357
400,133,7.2,200,7.2,200,7.89,0,4000,0.522213498
700,700,12.6,525,26.53,350,12.6,-1,18200,0.625893718
900,360,6.11,900,35.53,675,46.54,1,16200,0.746029932
900,600,3.77,225,4.74,450,11.13,-1,14400,0.488428456
267,400,1.48,200,3.47,200,10.11,-1,9600,0.435145335
75,300,12,300,12,150,12,-1,3000,0.580789782
900,257,5.06,225,18,450,19.42,0.75,25200,0.48631003
467,700,2.33,350,3.5,700,30.21,0.5,7000,0.625168957
600,400,2,300,5.21,150,9.79,0.5,18000,0.406677785
320,800,3.35,400,21.68,800,10.95,1,30400,0.522860266
257,900,36,225,36,450,36,-0.5,18000,0.653564528
320,800,4.5,600,6,800,61.05,1,17600,0.697840467
350,700,6,700,48.26,175,7.55,-0.25,23800,0.714300958
300,75,1.69,75,1.69,225,16.34,-0.75,11400,0.443056066
500,500,2.09,500,25.26,375,20.33,-0.5,6000,0.762033472
600,200,24,150,24,300,24,0.5,20400,0.515123258
800,267,5.43,600,14.84,200,12.32,0.5,19200,0.586318863
700,350,2.93,525,5.25,525,24.59,0.25,28000,0.544700864
500,333,2.4,125,4.47,250,11.71,-1,2000,0.568317458
257,900,36,900,36,675,36,0.75,21600,0.72124896
320,800,3.84,200,5.68,400,4,1,12800,0.366566598
500,500,1.67,125,9.08,500,27.11,-1,16000,0.56911034
86,300,2.57,300,15.16,150,8.13,0.75,10800,0.483155382
300,200,1.44,225,16.34,300,10.74,0.75,1800,0.652022881
450,900,16.2,900,22.26,900,16.2,0.5,30600,0.655359058
200,400,1.48,300,18.47,100,5.05,0.75,8000,0.542376886
300,100,1.44,150,4.26,150,5.92,0.5,7800,0.332986697
300,75,1.11,75,1.86,150,3.71,0.5,6000,0.220726808
280,700,3.36,350,28,525,20.72,0.25,15400,0.606237769
360,900,7.71,450,14.45,450,16.11,0.75,3600,0.734090334
167,500,20,250,20,125,20,0,6000,0.592953408
600,400,5.14,600,30.32,450,5.14,-0.25,15600,0.697373598
125,500,9,375,21.71,500,23.42,1,15000,0.577032753
600,171,2,300,15.16,300,18.47,1,21600,0.471309206
125,500,9,250,11.71,500,38.16,0.25,11000,0.64709614
400,160,16,300,22.89,200,16,0,12800,0.568818278
667,1000,3.33,750,29.61,750,35.13,0.5,10000,0.783768209
500,333,2.81,250,15.39,250,12.63,0.25,16000,0.481517437
400,1000,40,250,40,750,51.71,1,38000,0.645262426
360,900,16.2,450,27.71,225,16.2,-1,5400,0.681067492
225,900,16.2,675,51.51,675,54,0,28800,0.731582117
667,1000,40,500,40,750,40,-1,12000,0.791225936
286,1000,5.62,500,8.68,1000,65.26,1,28000,0.707651042
600,150,3.38,600,41.37,600,43.58,0.5,15600,0.715555769
1000,250,40,750,60,750,40,1,12000,0.789520206
900,225,3.77,900,38.84,225,15.51,-1,25200,0.717882304
333,1000,3.71,500,25.26,250,13.55,1,38000,0.529184319
400,133,16,400,16,400,16,-0.75,8000,0.658134191
360,900,3,675,49.03,450,21.08,-0.25,36000,0.688126174
300,200,1.69,75,2.68,150,7.58,-1,1200,0.47412901
300,120,1.44,150,10.89,75,2.13,0.5,7200,0.395504815
500,333,2.81,500,12.37,500,32.63,-1,8000,0.721119154
400,100,4.65,300,6.32,100,5.42,-0.25,13600,0.450265002
240,600,3.38,150,7.58,600,25.89,0,6000,0.625141113
600,300,10.8,450,10.8,150,12,-0.25,13200,0.588693129
300,150,2.04,150,5.92,75,3.24,-0.75,10800,0.328432151
667,1000,5.62,250,15.39,500,36.32,-0.5,6000,0.678057202
1000,250,6.79,250,11.71,750,15.79,0.5,16000,0.527252196
900,600,5.06,675,41.57,225,11.37,-0.25,36000,0.680392164
100,400,16,300,16,200,16,1,3200,0.618978039
533,800,4.5,400,29.05,400,27.58,0.5,22400,0.591125501
100,300,1,75,5.72,300,20.68,0.5,12000,0.48874832
400,100,2.72,400,32,300,4.11,0.25,9600,0.644703169
200,700,12.6,700,43.11,700,40.53,0.5,5600,0.829949832
286,1000,8.57,250,8.57,500,34.47,1,6000,0.613963488
320,800,3.84,400,4,600,19.26,-1,25600,0.558348248
800,533,2.97,400,18.74,200,10.84,-1,22400,0.518235782
500,500,1.67,375,21.71,375,10.66,-0.5,7000,0.686153482
280,700,8.13,350,20.26,175,8.13,-0.75,16800,0.536876565
1000,500,6.79,1000,35.79,750,10.26,0.25,38000,0.702844536
400,267,1.92,400,14.32,400,26.11,0.25,10400,0.6085857
240,600,6.97,450,29.37,150,11.45,0.5,24000,0.569692522
800,267,4.5,200,13.05,600,39.16,0.75,22400,0.594574277
700,700,2.33,700,12.16,350,13.82,0.25,16800,0.642077406
300,300,3.48,150,5.92,150,4.26,-1,8400,0.389955289
320,800,6.86,400,26.11,800,8,-1,12800,0.68022943
267,800,5.43,600,45.79,400,20.21,0.75,30400,0.640382871
1000,500,5.62,250,13.55,250,5.62,-1,24000,0.455806148
320,800,5.43,800,37.47,200,5.43,-0.5,22400,0.695131289
225,900,3.77,225,12.2,675,44.05,0.75,5400,0.68112384
400,400,4.65,100,4.65,400,4.65,1,15200,0.28695666
450,900,4.32,675,49.03,450,11.13,0.75,34200,0.657364147
200,400,4.65,100,4.68,300,10.74,0.5,7200,0.409409641
150,300,5.4,300,17.37,150,5.4,-0.75,3000,0.597156406
700,700,8.13,525,20.72,350,28,0.75,16800,0.620598947
360,900,7.71,225,16.34,225,7.71,0.5,23400,0.43086964
143,500,2.4,500,21.58,500,40,0,19000,0.654672272
900,225,4.32,675,29.13,225,16.34,-0.25,25200,0.681172017
100,400,1.92,100,2.47,100,3.21,-1,5600,0.291651972
350,700,6,700,45.68,700,9.58,1,7000,0.795364735
900,600,7.71,675,9.24,225,11.37,0,27000,0.578251264
225,900,4.32,675,39.08,675,34.11,0.5,30600,0.667978087
86,300,12,150,12,225,17.17,-0.25,8400,0.504688536
500,250,20,375,20,375,20,0.75,6000,0.647071004
167,500,2.09,375,17.57,500,14.21,-0.75,11000,0.626374349
900,360,16.2,900,32.21,900,32.21,1,12600,0.764813247
900,450,3.77,450,19.42,900,52.11,-1,30600,0.707850427
229,800,6.86,600,41.37,400,15.79,0.75,22400,0.651951961
700,200,28,700,28,350,28,-1,4200,0.801429971
1000,500,8.57,1000,43.16,250,17.24,1,24000,0.72690436
133,400,1.92,200,7.89,300,11.84,-0.75,6400,0.523213991
700,467,8.13,525,36.2,175,8.13,-0.5,25200,0.660036534
100,300,1.11,225,8.05,225,11.37,-0.75,7800,0.49346954
125,500,9,250,17.24,500,21.58,-0.25,6000,0.654170482
500,167,9,125,9,250,14.47,1,16000,0.397290886
450,900,3,450,14.45,450,36,-0.75,10800,0.689446317
500,125,4.29,375,27.24,375,21.71,-0.75,11000,0.666786259
400,160,4.65,200,16,100,5.79,0.25,10400,0.466014995
600,400,5.14,450,32.68,150,12,0,20400,0.624038392
300,600,10.8,600,28.11,450,10.8,0.5,21600,0.621304594
229,800,4.5,200,7.89,400,27.58,-0.75,11200,0.594766995
700,350,3.36,525,12.99,175,13.36,-0.5,4200,0.690799562
600,600,4.08,150,5.92,450,17.76,1,3600,0.515835806
600,150,2.23,450,6.16,450,21.08,0,8400,0.615534918
400,800,2.97,400,27.58,800,37.47,0.75,20800,0.643538145
1000,333,6.79,250,16.32,250,6.79,0.25,8000,0.566999101
1000,286,4.19,250,14.47,500,38.16,0.25,36000,0.563813204
250,1000,3.33,500,21.58,1000,76.32,1,38000,0.715602128
250,1000,18,750,37.89,500,23.42,0.5,32000,0.661041493
286,1000,40,250,40,500,40,-0.5,32000,0.647431937
75,300,1.26,225,5.57,75,1.86,0.75,6600,0.380219285
300,200,1.44,300,10.74,75,5.17,-1,11400,0.428360812
300,120,1.44,150,3.71,75,1.44,1,5400,0.313115326
250,1000,8.57,250,8.57,500,36.32,0,12000,0.630656297
86,300,1.44,225,6.39,75,1.44,-1,9000,0.319139118
225,900,16.2,225,16.2,225,16.2,0.5,23400,0.462467678
300,200,1.69,225,13.86,150,9.79,-0.5,6600,0.54120425
700,175,2.93,175,4.97,350,17.68,0.25,9800,0.480838597
800,320,3.35,800,49.26,200,14.53,-0.5,27200,0.754987185
120,300,1.11,150,9.79,300,17.37,0.75,7800,0.48314677
150,300,1,75,5.17,75,2.68,0,11400,0.204761111
500,167,20,125,20,500,27.11,0.25,17000,0.572758316
800,800,9.29,200,9.29,400,27.58,-0.25,27200,0.523372102
200,400,4.65,100,4.65,300,12.95,0.5,8000,0.430831417
150,600,4.08,300,22.89,600,32.53,0.25,16800,0.632029577
400,100,2.72,300,21.79,300,7.42,0.75,14400,0.512291158
900,257,4.32,675,54,225,7.22,0,34200,0.697653944
1000,1000,4.19,500,30.79,1000,50.53,0.5,6000,0.799913025
800,200,5.43,400,15.79,400,11.37,0.5,14400,0.562778718
400,800,2.67,400,27.58,600,6,1,19200,0.565830859
533,800,14.4,600,14.4,600,45.79,0,20800,0.67606383
200,700,4.75,525,5.25,350,21.55,0.75,8400,0.585854154
114,400,3.43,400,15.79,100,6.89,0.5,8800,0.553036936
333,1000,40,500,40,250,40,-0.5,38000,0.651372725
800,800,9.29,200,9.29,200,9.29,-0.25,8000,0.525600168
360,900,3.77,450,17.76,900,35.53,1,7200,0.702082334
667,1000,11.61,250,17.24,250,13.55,-0.75,22000,0.521039439
160,400,16,200,16,100,16,0.5,12000,0.464366191
500,333,2.81,125,2.81,125,7.7,1,14000,0.256735151
700,175,4.75,175,4.75,525,16.86,-0.75,14000,0.504354672
100,300,2.04,150,2.05,225,9.71,-0.75,9600,0.412799021
143,500,9,250,9.87,250,16.32,0.25,11000,0.492452301
1000,500,5.62,500,16.05,500,5.62,0,12000,0.658856563
800,800,14.4,800,52.21,200,14.4,-0.5,4800,0.815197893
143,500,1.67,250,6.18,250,4.34,1,16000,0.353947918
160,400,1.67,200,2,100,2.11,-0.75,4000,0.388303794
200,600,24,450,31.03,450,34.34,-0.25,14400,0.679668956
400,400,1.48,300,4.11,400,30.53,-0.25,12000,0.584599231
300,300,1.11,225,6.39,225,18,0.75,12000,0.443123573
160,400,1.67,100,2.84,200,10.11,0.75,1600,0.437657229
267,400,7.2,100,7.2,400,21.68,-0.25,16000,0.529615994
400,160,7.2,100,7.26,200,7.2,-1,8800,0.401316731
150,600,2.51,450,32.68,300,15.16,0.25,15600,0.624553642
400,800,9.29,800,13.89,400,17.26,0.5,8000,0.73645248
900,360,7.71,675,34.11,675,41.57,-1,23400,0.737145338
175,700,6,175,6,525,36.2,1,16800,0.580938682
286,1000,18,250,18,750,18,-0.25,20000,0.593993195
400,400,2.25,200,5.68,100,5.05,-0.25,15200,0.371192072
533,800,2.67,600,23.68,600,34.74,1,6400,0.75345671
114,400,7.2,100,7.2,300,7.2,1,16000,0.340169693
500,143,5.81,250,11.71,250,10.79,1,17000,0.422716838
250,1000,5.62,750,26.84,1000,24.74,0,36000,0.667188514
900,360,16.2,225,18,900,45.47,0.75,16200,0.669276893
800,800,6.86,600,10.42,400,17.26,0.75,9600,0.664983334
500,125,20,250,20,375,20,-1,12000,0.601652271
500,1000,6.79,1000,28.42,500,32.63,0,10000,0.827237054
900,900,7.71,225,16.34,675,31.62,-0.5,9000,0.644953784
160,400,1.48,400,15.79,100,2.47,-0.5,9600,0.542771031
250,500,1.86,500,28.95,375,17.57,0.75,18000,0.604490367
800,229,4.5,400,12.84,400,15.79,-0.5,30400,0.53512485
500,1000,5.62,500,36.32,250,18.16,1,38000,0.5696082
100,400,7.2,200,7.2,300,19.58,0.5,4000,0.555628757
257,900,36,675,36,675,44.05,0,14400,0.756091385
900,225,36,675,36.59,675,36,1,18000,0.701214257
300,100,1.11,225,5.57,75,5.45,0.75,10800,0.350803724
700,200,8.13,175,8.13,350,12.53,-0.25,7000,0.515556462
500,250,4.29,125,7.24,500,32.63,-0.25,5000,0.626530941
300,300,1.26,150,4.26,300,12.95,1,12000,0.396685704
400,267,1.92,100,2.84,100,1.92,0.75,6400,0.248099258
100,300,2.57,75,2.57,300,12.95,-0.25,12000,0.460125896
1000,250,3.33,1000,32.11,1000,57.89,0.5,32000,0.742491748
143,500,1.86,250,11.71,125,1.86,-0.75,20000,0.410733559
400,200,4.65,300,4.65,100,6.16,0.5,10400,0.423983993
300,150,2.04,150,3.71,225,8.05,0,3600,0.443701496
700,200,12.6,175,12.6,175,12.6,1,18200,0.402275577
233,700,8.13,350,17.68,350,13.82,-0.5,2800,0.746457324
150,600,2.88,300,12.95,150,5.37,0.75,4800,0.573698581
600,600,4.08,150,6.47,300,4.08,0.75,22800,0.299226366
800,800,6.86,400,26.11,600,21.47,0.25,28800,0.579718879
1000,1000,3.71,750,48.95,500,38.16,-0.75,10000,0.836365101
800,800,3.35,600,32.53,600,30.32,-0.5,24000,0.700662183
700,280,2.33,350,15.11,175,2.33,-0.75,16800,0.500817242
900,450,7.71,675,7.71,675,46.54,0.25,32400,0.643153097
533,800,4.5,600,45.79,400,17.26,-0.75,27200,0.689078476
600,600,2.51,450,22.74,300,9.63,0,21600,0.589440527
300,200,2.57,300,11.84,150,7.03,0.5,4200,0.581099595
120,300,1.69,225,16.34,300,18.47,-0.75,7800,0.579711331
1000,286,6.79,250,18.16,250,15.39,0.5,34000,0.442465912
600,150,2.88,150,8.13,450,6.16,0.5,8400,0.42240762
700,350,3.94,175,8.84,700,40.53,-0.75,12600,0.658196627
500,167,2.4,500,30.79,500,8.68,-1,17000,0.643286872
400,100,7.2,400,9.89,100,7.2,-0.75,11200,0.537091213
200,500,20,250,20,125,20,-0.75,18000,0.531119771
200,300,2.04,75,3.51,300,5.21,-0.25,6600,0.328308211
286,1000,5.62,500,27.11,750,43.42,0.25,12000,0.721725107
1000,1000,11.61,250,15.39,1000,21.05,1,2000,0.742251015
300,600,24,300,24,300,24,0,16800,0.58141071
700,175,12.6,350,22.84,700,19.89,-0.75,9800,0.676577249
1000,286,3.71,1000,21.05,750,35.13,0.5,12000,0.774606263
700,700,4.75,175,6.91,700,25.05,-0.25,21000,0.560852608
1000,400,3.71,250,17.24,1000,24.74,1,38000,0.548548517
467,700,12.6,525,26.53,350,20.26,-0.5,16800,0.666829308
1000,286,3.71,250,8.95,500,36.32,1,26000,0.549754373
500,333,4.29,125,8.16,500,17.89,0.5,10000,0.499587317
1000,400,4.8,750,48.95,500,38.16,-0.25,38000,0.719744658
800,229,14.4,600,39.16,200,14.4,-0.25,16000,0.726859109
200,300,1.11,150,8.68,75,3.24,1,10800,0.324571038
467,700,3.94,175,4.97,350,16.39,1,5600,0.474884973
400,400,1.33,400,30.53,300,15.16,-1,5600,0.687395306
1000,1000,11.61,750,48.95,1000,80,-0.5,14000,0.860438036
267,800,9.29,800,49.26,800,31.58,0.75,9600,0.802947965
267,800,2.97,600,45.79,600,39.16,-0.5,14400,0.760071667
400,400,1.92,400,11.37,300,9.63,0.5,8800,0.573304499
800,229,14.4,800,43.37,800,49.26,0.25,27200,0.737090644
800,267,32,200,32,200,32,0.75,14400,0.557132804
900,600,6.11,225,6.11,450,6.16,1,32400,0.346533685
600,600,10.8,150,10.8,150,10.8,-1,21600,0.421870712
1000,500,6.79,500,28.95,250,15.39,0.75,34000,0.564637346
200,400,16,400,27.58,200,16,-0.25,14400,0.613783894
900,900,7.71,225,10.54,675,44.05,1,23400,0.604459296
360,900,5.06,225,16.34,900,25.58,0.75,10800,0.603592304
900,900,7.71,675,39.08,225,15.51,0.25,5400,0.859312875
900,900,10.45,225,10.45,675,11.72,-0.75,5400,0.641835944
250,500,2.4,125,2.4,125,7.24,-0.25,9000,0.316134643
700,200,2.33,525,9.12,700,35.37,0.75,19600,0.621637423
800,533,4.5,400,11.37,400,4.5,0.25,8000,0.623508309
200,600,2,300,17.37,300,8.53,-0.25,3600,0.672320434
600,900,6.11,900,62.05,675,54,0.25,23400,0.788082949
400,160,2.25,400,26.11,300,9.63,-0.25,8000,0.672811948
320,800,14.4,400,14.4,800,34.53,0,8000,0.713769277
900,600,6.11,450,19.42,675,19.18,0.5,21600,0.584223498
533,800,9.29,600,9.29,400,23.16,-0.75,8000,0.719956997
1000,286,8.57,250,10.79,250,11.71,0.5,24000,0.431053348
300,120,1,150,2.05,225,2.25,-0.25,6600,0.322866361
400,600,3.38,600,45.79,300,20.68,-0.75,10800,0.728460157
400,160,1.92,100,6.53,300,19.58,-0.5,14400,0.479001139
700,350,12.6,175,14,350,12.6,-0.25,7000,0.549560078
300,900,7.71,675,51.51,900,45.47,-0.25,9000,0.840132555
800,800,9.29,600,39.16,400,9.29,0.5,30400,0.640240398
500,1000,5.62,750,60,1000,13.68,0.5,34000,0.712388258
250,500,1.86,125,5.39,375,23.09,1,13000,0.491314688
333,1000,18,500,28.95,750,35.13,0.5,32000,0.635183226
1000,333,18,1000,32.11,500,21.58,0.25,14000,0.790901773
600,150,3.38,450,19.42,150,6.47,-0.25,10800,0.647792398
900,300,6.11,450,6.11,225,14.68,-0.75,10800,0.578859006
800,800,4.5,800,55.16,400,27.58,0.75,30400,0.71070067
300,300,12,75,12,75,12,0.5,9000,0.356991704
175,700,2.6,525,22.66,525,14.92,-0.5,15400,0.649458388
400,200,1.33,200,2,200,8.63,-0.25,9600,0.384633236
500,250,2.09,375,21.71,125,2.63,1,19000,0.511289962
900,300,3.77,450,16.11,900,55.42,1,36000,0.662402124
800,267,14.4,400,14.4,600,39.16,0.5,24000,0.615255137
400,800,32,200,32,800,34.53,1,4800,0.688112507
700,350,6,525,20.72,175,11.42,0,7000,0.724177175
600,200,2,150,6.47,450,24.39,-0.5,12000,0.543833523
400,1000,8.57,250,15.39,750,40.66,0.25,2000,0.766959895
1000,333,4.19,1000,72.63,250,11.71,0.75,8000,0.883994635
200,400,4.65,300,8.53,300,5.21,-0.75,8000,0.534642849
200,600,3.38,150,12,150,8.68,-0.25,21600,0.370145919
900,900,10.45,450,27.71,675,31.62,-1,7200,0.79818447
350,700,4.75,175,4.75,700,30.21,-0.25,16800,0.627697295
